"GeneID" "Length"
"11917" "Bra011947" 2358
"11918" "Bra011948" 705
"11919" "Bra011949" 258
"11920" "Bra011950" 555
"11921" "Bra011951" 348
"11922" "Bra011952" 1704
"11923" "Bra011953" 1293
"11924" "Bra011954" 552
"11925" "Bra011955" 2118
"11926" "Bra011956" 921
"11927" "Bra011957" 396
"11928" "Bra011958" 360
"11929" "Bra011959" 2202
"11930" "Bra011960" 1002
"11931" "Bra011961" 1152
"11932" "Bra011962" 642
"11933" "Bra011963" 2055
"11934" "Bra011964" 1071
"11935" "Bra011965" 1248
"11936" "Bra011966" 1584
"11937" "Bra011967" 663
"11938" "Bra011968" 579
"11939" "Bra011969" 819
"11940" "Bra011970" 867
"11941" "Bra011971" 612
"11942" "Bra011972" 951
"11943" "Bra011973" 1584
"11944" "Bra011974" 483
"11945" "Bra011975" 1320
"11946" "Bra011976" 1719
"11947" "Bra011977" 1362
"11948" "Bra011978" 693
"11949" "Bra011979" 378
"11950" "Bra011980" 1245
"11951" "Bra011981" 2199
"11952" "Bra011982" 348
"11953" "Bra011983" 399
"11954" "Bra011984" 264
"11955" "Bra011985" 1758
"11956" "Bra011986" 3768
"11957" "Bra011987" 498
"11958" "Bra011988" 3012
"11959" "Bra011989" 450
"11960" "Bra011990" 2295
"11961" "Bra011991" 429
"11962" "Bra011992" 570
"11963" "Bra011993" 2901
"11964" "Bra011994" 585
"11965" "Bra011995" 1950
"11966" "Bra011996" 1221
"11967" "Bra011997" 1245
"11968" "Bra011998" 651
"11969" "Bra011999" 435
"11970" "Bra012000" 306
"11971" "Bra012002" 492
"11972" "Bra012003" 345
"11973" "Bra012004" 342
"11974" "Bra012005" 1149
"11975" "Bra012006" 1494
"11976" "Bra012007" 1344
"11977" "Bra012008" 1386
"11978" "Bra012009" 1302
"11979" "Bra012010" 528
"11980" "Bra012011" 699
"11981" "Bra012012" 636
"11982" "Bra012013" 459
"11983" "Bra012014" 612
"11984" "Bra012015" 1254
"11985" "Bra012016" 666
"11986" "Bra012017" 2241
"11987" "Bra012018" 237
"11988" "Bra012019" 192
"11989" "Bra012020" 1260
"11990" "Bra012021" 1038
"11991" "Bra012022" 492
"11992" "Bra012023" 1551
"11993" "Bra012024" 1038
"11994" "Bra012025" 573
"11995" "Bra012026" 714
"11996" "Bra012027" 366
"11997" "Bra012028" 1800
"11998" "Bra012029" 477
"11999" "Bra012030" 1641
"12000" "Bra012031" 300
"12001" "Bra012032" 465
"12002" "Bra012033" 465
"12003" "Bra012034" 2133
"12004" "Bra012035" 2166
"12005" "Bra012036" 2859
"12006" "Bra012037" 450
"12007" "Bra012038" 2565
"12008" "Bra012039" 789
"12009" "Bra012040" 981
"12010" "Bra012041" 7650
"12011" "Bra012042" 1719
"12012" "Bra012043" 2409
"12013" "Bra012044" 1410
"12014" "Bra012045" 1896
"12015" "Bra012046" 1569
"12016" "Bra012047" 492
"12017" "Bra012048" 597
"12018" "Bra012049" 1149
"12019" "Bra012050" 1482
"12020" "Bra012051" 339
"12021" "Bra012052" 1566
"12022" "Bra012053" 5655
"12023" "Bra012054" 843
"12024" "Bra012055" 846
"12025" "Bra012056" 393
"12026" "Bra012057" 528
"12027" "Bra012058" 1596
"12028" "Bra012059" 399
"12029" "Bra012060" 228
"12030" "Bra012061" 933
"12031" "Bra012062" 1080
"12032" "Bra012063" 1125
"12033" "Bra012064" 663
"12034" "Bra012065" 879
"12035" "Bra012066" 603
"12036" "Bra012067" 1107
"12037" "Bra012068" 543
"12038" "Bra012069" 2220
"12039" "Bra012070" 783
"12040" "Bra012071" 684
"12041" "Bra012072" 666
"12042" "Bra012073" 312
"12043" "Bra012074" 3429
"12044" "Bra012075" 336
"12045" "Bra012076" 1584
"12046" "Bra012077" 762
"12047" "Bra012078" 1287
"12048" "Bra012079" 1470
"12049" "Bra012080" 711
"12050" "Bra012081" 552
"12051" "Bra012082" 2010
"12052" "Bra012083" 999
"12053" "Bra012084" 423
"12054" "Bra012085" 1821
"12055" "Bra012086" 639
"12056" "Bra012087" 3948
"12057" "Bra012088" 972
"12058" "Bra012089" 444
"12059" "Bra012090" 1158
"12060" "Bra012091" 1314
"12061" "Bra012092" 1449
"12062" "Bra012093" 675
"12063" "Bra012094" 1206
"12064" "Bra012095" 1230
"12065" "Bra012096" 1110
"12066" "Bra012097" 549
"12067" "Bra012098" 537
"12068" "Bra012099" 2316
"12069" "Bra012100" 1875
"12070" "Bra012101" 174
"12071" "Bra012102" 507
"12072" "Bra012103" 228
"12073" "Bra012104" 1413
"12074" "Bra012105" 522
"12075" "Bra012106" 2055
"12076" "Bra012107" 198
"12077" "Bra012108" 1533
"12078" "Bra012109" 285
"12079" "Bra012110" 2106
"12080" "Bra012111" 750
"12081" "Bra012112" 1017
"12082" "Bra012113" 1074
"12083" "Bra012114" 2184
"12084" "Bra012115" 303
"12085" "Bra012116" 2253
"12086" "Bra012117" 1638
"12087" "Bra012118" 795
"12088" "Bra012119" 663
"12089" "Bra012120" 180
"12090" "Bra012121" 984
"12091" "Bra012122" 1014
"12092" "Bra012123" 438
"12093" "Bra012124" 1755
"12094" "Bra012125" 378
"12095" "Bra012126" 1167
"12096" "Bra012127" 2007
"12097" "Bra012128" 660
"12098" "Bra012129" 213
"12099" "Bra012130" 390
"12100" "Bra012131" 1041
"12101" "Bra012132" 3678
"12102" "Bra012133" 645
"12103" "Bra012134" 528
"12104" "Bra012135" 1275
"12105" "Bra012136" 690
"12106" "Bra012137" 1338
"12107" "Bra012138" 1314
"12108" "Bra012139" 1083
"12109" "Bra012140" 567
"12110" "Bra012141" 2055
"12111" "Bra012142" 282
"12112" "Bra012143" 948
"12113" "Bra012144" 1203
"12114" "Bra012145" 1419
"12115" "Bra012146" 1065
"12116" "Bra012147" 1101
"12117" "Bra012148" 2220
"12118" "Bra012149" 891
"12119" "Bra012150" 1503
"12120" "Bra012151" 1428
"12121" "Bra012152" 1497
"12122" "Bra012153" 1323
"12123" "Bra012154" 1539
"12124" "Bra012155" 1980
"12125" "Bra012156" 903
"12126" "Bra012157" 2283
"12127" "Bra012158" 1806
"12128" "Bra012159" 1098
"12129" "Bra012161" 1098
"12130" "Bra012162" 519
"12131" "Bra012163" 639
"12132" "Bra012164" 771
"12133" "Bra012165" 1146
"12134" "Bra012166" 1692
"12135" "Bra012167" 1200
"12136" "Bra012168" 570
"12137" "Bra012169" 2292
"12138" "Bra012170" 327
"12139" "Bra012171" 2574
"12140" "Bra012172" 1707
"12141" "Bra012173" 1299
"12142" "Bra012174" 1881
"12143" "Bra012175" 339
"12144" "Bra012176" 1407
"12145" "Bra012177" 378
"12146" "Bra012178" 303
"12147" "Bra012179" 1224
"12148" "Bra012180" 3600
"12149" "Bra012181" 3033
"12150" "Bra012182" 330
"12151" "Bra012183" 399
"12152" "Bra012184" 1182
"12153" "Bra012185" 474
"12154" "Bra012186" 411
"12155" "Bra012187" 267
"12156" "Bra012188" 336
"12157" "Bra012189" 615
"12158" "Bra012190" 2604
"12159" "Bra012191" 1614
"12160" "Bra012192" 447
"12161" "Bra012193" 1671
"12162" "Bra012194" 1671
"12163" "Bra012195" 441
"12164" "Bra012196" 426
"12165" "Bra012197" 561
"12166" "Bra012198" 1557
"12167" "Bra012199" 234
"12168" "Bra012200" 930
"12169" "Bra012201" 1002
"12170" "Bra012202" 372
"12171" "Bra012203" 1104
"12172" "Bra012204" 663
"12173" "Bra012205" 2607
"12174" "Bra012206" 360
"12175" "Bra012207" 582
"12176" "Bra012208" 381
"12177" "Bra012209" 1161
"12178" "Bra012210" 594
"12179" "Bra012211" 1260
"12180" "Bra012212" 2376
"12181" "Bra012213" 459
"12182" "Bra012214" 405
"12183" "Bra012215" 357
"12184" "Bra012216" 483
"12185" "Bra012217" 1248
"12186" "Bra012218" 759
"12187" "Bra012219" 645
"12188" "Bra012220" 2766
"12189" "Bra012221" 372
"12190" "Bra012222" 759
"12191" "Bra012223" 1416
"12192" "Bra012224" 618
"12193" "Bra012225" 732
"12194" "Bra012226" 525
"12195" "Bra012227" 489
"12196" "Bra012228" 1527
"12197" "Bra012229" 351
"12198" "Bra012230" 663
"12199" "Bra012231" 456
"12200" "Bra012232" 1650
"12201" "Bra012233" 1629
"12202" "Bra012234" 243
"12203" "Bra012235" 744
"12204" "Bra012236" 192
"12205" "Bra012237" 1041
"12206" "Bra012238" 1479
"12207" "Bra012239" 1479
"12208" "Bra012240" 438
"12209" "Bra012241" 2328
"12210" "Bra012242" 462
"12211" "Bra012243" 1641
"12212" "Bra012244" 300
"12213" "Bra012245" 402
"12214" "Bra012246" 591
"12215" "Bra012247" 3003
"12216" "Bra012248" 660
"12217" "Bra012249" 2406
"12218" "Bra012250" 336
"12219" "Bra012251" 591
"12220" "Bra012252" 1059
"12221" "Bra012253" 1383
"12222" "Bra012254" 726
"12223" "Bra012255" 495
"12224" "Bra012256" 930
"12225" "Bra012257" 1176
"12226" "Bra012258" 951
"12227" "Bra012259" 579
"12228" "Bra012260" 6561
"12229" "Bra012261" 951
"12230" "Bra012262" 1806
"12231" "Bra012263" 600
"12232" "Bra012264" 624
"12233" "Bra012265" 642
"12234" "Bra012266" 744
"12235" "Bra012267" 696
"12236" "Bra012268" 1110
"12237" "Bra012269" 1110
"12238" "Bra012270" 1131
"12239" "Bra012271" 603
"12240" "Bra012272" 2268
"12241" "Bra012273" 2214
"12242" "Bra012274" 966
"12243" "Bra012275" 735
"12244" "Bra012276" 540
"12245" "Bra012277" 786
"12246" "Bra012278" 666
"12247" "Bra012279" 1440
"12248" "Bra012280" 1650
"12249" "Bra012281" 255
"12250" "Bra012282" 474
"12251" "Bra012283" 168
"12252" "Bra012284" 210
"12253" "Bra012285" 210
"12254" "Bra012286" 312
"12255" "Bra012287" 210
"12256" "Bra012288" 3402
"12257" "Bra012289" 366
"12258" "Bra012290" 1548
"12259" "Bra012291" 603
"12260" "Bra012292" 615
"12261" "Bra012293" 1491
"12262" "Bra012294" 612
"12263" "Bra012295" 678
"12264" "Bra012296" 738
"12265" "Bra012297" 1092
"12266" "Bra012298" 660
"12267" "Bra012299" 1260
"12268" "Bra012300" 396
"12269" "Bra012301" 603
"12270" "Bra012302" 1194
"12271" "Bra012303" 783
"12272" "Bra012304" 1404
"12273" "Bra012305" 336
"12274" "Bra012306" 873
"12275" "Bra012307" 1428
"12276" "Bra012308" 1008
"12277" "Bra012309" 477
"12278" "Bra012310" 1038
"12279" "Bra012311" 918
"12280" "Bra012312" 1149
"12281" "Bra012313" 1104
"12282" "Bra012314" 957
"12283" "Bra012315" 843
"12284" "Bra012316" 1533
"12285" "Bra012317" 600
"12286" "Bra012318" 378
"12287" "Bra012319" 846
"12288" "Bra012320" 1023
"12289" "Bra012321" 870
"12290" "Bra012322" 1476
"12291" "Bra012323" 1467
"12292" "Bra012324" 1473
"12293" "Bra012325" 792
"12294" "Bra012326" 1599
"12295" "Bra012327" 1794
"12296" "Bra012328" 330
"12297" "Bra012329" 912
"12298" "Bra012330" 1035
"12299" "Bra012331" 564
"12300" "Bra012332" 303
"12301" "Bra012333" 435
"12302" "Bra012334" 1689
"12303" "Bra012335" 489
"12304" "Bra012336" 669
"12305" "Bra012337" 831
"12306" "Bra012338" 1806
"12307" "Bra012339" 864
"12308" "Bra012340" 1542
"12309" "Bra012341" 552
"12310" "Bra012342" 1530
"12311" "Bra012343" 597
"12312" "Bra012344" 438
"12313" "Bra012345" 447
"12314" "Bra012346" 339
"12315" "Bra012347" 510
"12316" "Bra012348" 381
"12317" "Bra012349" 1452
"12318" "Bra012350" 750
"12319" "Bra012351" 1071
"12320" "Bra012352" 444
"12321" "Bra012353" 459
"12322" "Bra012354" 819
"12323" "Bra012355" 1767
"12324" "Bra012356" 435
"12325" "Bra012357" 984
"12326" "Bra012358" 1812
"12327" "Bra012359" 1896
"12328" "Bra012360" 1263
"12329" "Bra012361" 420
"12330" "Bra012362" 483
"12331" "Bra012363" 486
"12332" "Bra012364" 480
"12333" "Bra012365" 1797
"12334" "Bra012366" 630
"12335" "Bra012367" 393
"12336" "Bra012368" 4605
"12337" "Bra012369" 612
"12338" "Bra012370" 471
"12339" "Bra012371" 1371
"12340" "Bra012372" 498
"12341" "Bra012373" 708
"12342" "Bra012374" 660
"12343" "Bra012375" 1341
"12344" "Bra012376" 567
"12345" "Bra012377" 1026
"12346" "Bra012378" 552
"12347" "Bra012379" 522
"12348" "Bra012380" 933
"12349" "Bra012381" 681
"12350" "Bra012382" 939
"12351" "Bra012383" 2958
"12352" "Bra012384" 777
"12353" "Bra012385" 258
"12354" "Bra012386" 411
"12355" "Bra012387" 1389
"12356" "Bra012388" 288
"12357" "Bra012389" 912
"12358" "Bra012390" 1128
"12359" "Bra012391" 219
"12360" "Bra012392" 906
"12361" "Bra012393" 2625
"12362" "Bra012394" 672
"12363" "Bra012395" 912
"12364" "Bra012396" 189
"12365" "Bra012397" 345
"12366" "Bra012398" 360
"12367" "Bra012399" 168
"12368" "Bra012400" 540
"12369" "Bra012401" 570
"12370" "Bra012402" 3489
"12371" "Bra012403" 624
"12372" "Bra012404" 714
"12373" "Bra012405" 426
"12374" "Bra012406" 381
"12375" "Bra012407" 1257
"12376" "Bra012408" 1647
"12377" "Bra012409" 321
"12378" "Bra012410" 378
"12379" "Bra012411" 1878
"12380" "Bra012412" 528
"12381" "Bra012413" 339
"12382" "Bra012414" 360
"12383" "Bra012415" 558
"12384" "Bra012416" 1641
"12385" "Bra012417" 1149
"12386" "Bra012418" 1191
"12387" "Bra012419" 261
"12388" "Bra012420" 3324
"12389" "Bra012421" 1410
"12390" "Bra012422" 597
"12391" "Bra012423" 1815
"12392" "Bra012424" 930
"12393" "Bra012425" 720
"12394" "Bra012426" 2280
"12395" "Bra012427" 2991
"12396" "Bra012428" 600
"12397" "Bra012429" 1707
"12398" "Bra012430" 564
"12399" "Bra012431" 768
"12400" "Bra012432" 933
"12401" "Bra012433" 933
"12402" "Bra012434" 933
"12403" "Bra012435" 285
"12404" "Bra012436" 444
"12405" "Bra012437" 1845
"12406" "Bra012438" 519
"12407" "Bra012439" 669
"12408" "Bra012440" 1911
"12409" "Bra012441" 462
"12410" "Bra012442" 267
"12411" "Bra012443" 579
"12412" "Bra012444" 426
"12413" "Bra012445" 2076
"12414" "Bra012446" 669
"12415" "Bra012447" 1542
"12416" "Bra012448" 228
"12417" "Bra012449" 2610
"12418" "Bra012450" 1269
"12419" "Bra012451" 357
"12420" "Bra012452" 1002
"12421" "Bra012453" 798
"12422" "Bra012454" 546
"12423" "Bra012455" 918
"12424" "Bra012456" 429
"12425" "Bra012457" 216
"12426" "Bra012458" 591
"12427" "Bra012459" 747
"12428" "Bra012460" 1236
"12429" "Bra012461" 645
"12430" "Bra012462" 1824
"12431" "Bra012463" 252
"12432" "Bra012464" 2028
"12433" "Bra012465" 2856
"12434" "Bra012466" 186
"12435" "Bra012467" 432
"12436" "Bra012468" 246
"12437" "Bra012469" 3432
"12438" "Bra012470" 3519
"12439" "Bra012471" 990
"12440" "Bra012472" 834
"12441" "Bra012473" 1464
"12442" "Bra012474" 1761
"12443" "Bra012475" 1227
"12444" "Bra012476" 270
"12445" "Bra012477" 342
"12446" "Bra012478" 972
"12447" "Bra012479" 867
"12448" "Bra012480" 1878
"12449" "Bra012481" 855
"12450" "Bra012482" 855
"12451" "Bra012483" 180
"12452" "Bra012484" 387
"12453" "Bra012485" 1422
"12454" "Bra012486" 1332
"12455" "Bra012487" 168
"12456" "Bra012488" 879
"12457" "Bra012489" 516
"12458" "Bra012490" 690
"12459" "Bra012491" 1137
"12460" "Bra012492" 1404
"12461" "Bra012493" 1842
"12462" "Bra012494" 705
"12463" "Bra012495" 2670
"12464" "Bra012496" 642
"12465" "Bra012497" 555
"12466" "Bra012498" 207
"12467" "Bra012499" 888
"12468" "Bra012500" 852
"12469" "Bra012501" 579
"12470" "Bra012502" 660
"12471" "Bra012503" 552
"12472" "Bra012504" 1257
"12473" "Bra012505" 360
"12474" "Bra012506" 1608
"12475" "Bra012507" 1497
"12476" "Bra012508" 1242
"12477" "Bra012509" 1323
"12478" "Bra012510" 723
"12479" "Bra012511" 591
"12480" "Bra012512" 738
"12481" "Bra012513" 1428
"12482" "Bra012514" 1086
"12483" "Bra012515" 744
"12484" "Bra012516" 246
"12485" "Bra012517" 426
"12486" "Bra012518" 1086
"12487" "Bra012519" 1584
"12488" "Bra012520" 435
"12489" "Bra012521" 1347
"12490" "Bra012522" 1167
"12491" "Bra012523" 1116
"12492" "Bra012524" 1083
"12493" "Bra012525" 1224
"12494" "Bra012526" 2208
"12495" "Bra012527" 960
"12496" "Bra012528" 1986
"12497" "Bra012529" 1317
"12498" "Bra012530" 1071
"12499" "Bra012531" 1611
"12500" "Bra012532" 921
"12501" "Bra012533" 909
"12502" "Bra012534" 1038
"12503" "Bra012535" 861
"12504" "Bra012536" 1041
"12505" "Bra012537" 1260
"12506" "Bra012538" 645
"12507" "Bra012539" 3108
"12508" "Bra012540" 3831
"12509" "Bra012541" 3681
"12510" "Bra012542" 1443
"12511" "Bra012543" 1716
"12512" "Bra012544" 1530
"12513" "Bra012545" 750
"12514" "Bra012546" 591
"12515" "Bra012547" 987
"12516" "Bra012548" 2313
"12517" "Bra012549" 999
"12518" "Bra012550" 459
"12519" "Bra012551" 1404
"12520" "Bra012552" 2784
"12521" "Bra012553" 1818
"12522" "Bra012554" 2073
"12523" "Bra012555" 864
"12524" "Bra012556" 300
"12525" "Bra012557" 1806
"12526" "Bra012558" 3978
"12527" "Bra012559" 1044
"12528" "Bra012560" 330
"12529" "Bra012561" 1782
"12530" "Bra012562" 399
"12531" "Bra012563" 1086
"12532" "Bra012564" 756
"12533" "Bra012565" 1788
"12534" "Bra012566" 675
"12535" "Bra012567" 897
"12536" "Bra012568" 165
"12537" "Bra012569" 213
"12538" "Bra012570" 831
"12539" "Bra012571" 1173
"12540" "Bra012572" 702
"12541" "Bra012573" 1344
"12542" "Bra012574" 1062
"12543" "Bra012575" 1113
"12544" "Bra012576" 648
"12545" "Bra012577" 1599
"12546" "Bra012578" 2958
"12547" "Bra012579" 1179
"12548" "Bra012580" 549
"12549" "Bra012581" 1125
"12550" "Bra012582" 747
"12551" "Bra012583" 1359
"12552" "Bra012584" 576
"12553" "Bra012585" 516
"12554" "Bra012586" 1938
"12555" "Bra012587" 1002
"12556" "Bra012588" 1644
"12557" "Bra012589" 657
"12558" "Bra012590" 1224
"12559" "Bra012591" 1224
"12560" "Bra012592" 237
"12561" "Bra012593" 237
"12562" "Bra012594" 2283
"12563" "Bra012595" 1272
"12564" "Bra012596" 1596
"12565" "Bra012597" 654
"12566" "Bra012598" 237
"12567" "Bra012599" 330
"12568" "Bra012600" 1149
"12569" "Bra012601" 345
"12570" "Bra012602" 1107
"12571" "Bra012603" 1329
"12572" "Bra012604" 1194
"12573" "Bra012605" 402
"12574" "Bra012606" 1362
"12575" "Bra012607" 849
"12576" "Bra012608" 789
"12577" "Bra012609" 1869
"12578" "Bra012610" 579
"12579" "Bra012611" 171
"12580" "Bra012612" 705
"12581" "Bra012613" 2385
"12582" "Bra012614" 939
"12583" "Bra012615" 939
"12584" "Bra012616" 402
"12585" "Bra012617" 4293
"12586" "Bra012618" 1281
"12587" "Bra012619" 627
"12588" "Bra012620" 1056
"12589" "Bra012621" 3744
"12590" "Bra012622" 396
"12591" "Bra012623" 1542
"12592" "Bra012624" 1872
"12593" "Bra012625" 945
"12594" "Bra012626" 861
"12595" "Bra012627" 1608
"12596" "Bra012628" 1338
"12597" "Bra012629" 426
"12598" "Bra012630" 1860
"12599" "Bra012631" 1392
"12600" "Bra012632" 645
"12601" "Bra012633" 216
"12602" "Bra012634" 3072
"12603" "Bra012635" 576
"12604" "Bra012636" 1191
"12605" "Bra012637" 1314
"12606" "Bra012638" 603
"12607" "Bra012639" 876
"12608" "Bra012640" 633
"12609" "Bra012641" 1050
"12610" "Bra012642" 2574
"12611" "Bra012643" 894
"12612" "Bra012644" 1530
"12613" "Bra012645" 837
"12614" "Bra012646" 939
"12615" "Bra012647" 627
"12616" "Bra012648" 288
"12617" "Bra012649" 468
"12618" "Bra012650" 1050
"12619" "Bra012651" 510
"12620" "Bra012652" 981
"12621" "Bra012653" 1626
"12622" "Bra012654" 1941
"12623" "Bra012655" 642
"12624" "Bra012656" 672
"12625" "Bra012657" 1764
"12626" "Bra012658" 609
"12627" "Bra012659" 1062
"12628" "Bra012660" 705
"12629" "Bra012661" 645
"12630" "Bra012662" 891
"12631" "Bra012663" 858
"12632" "Bra012664" 756
"12633" "Bra012665" 1017
"12634" "Bra012666" 819
"12635" "Bra012667" 615
"12636" "Bra012668" 1098
"12637" "Bra012669" 1236
"12638" "Bra012670" 1020
"12639" "Bra012671" 1053
"12640" "Bra012672" 2229
"12641" "Bra012673" 447
"12642" "Bra012674" 237
"12643" "Bra012675" 1284
"12644" "Bra012676" 1647
"12645" "Bra012677" 174
"12646" "Bra012678" 1899
"12647" "Bra012679" 747
"12648" "Bra012680" 1740
"12649" "Bra012681" 339
"12650" "Bra012682" 909
"12651" "Bra012683" 924
"12652" "Bra012684" 753
"12653" "Bra012685" 1134
"12654" "Bra012686" 198
"12655" "Bra012687" 753
"12656" "Bra012688" 4206
"12657" "Bra012689" 3885
"12658" "Bra012690" 1533
"12659" "Bra012691" 933
"12660" "Bra012692" 321
"12661" "Bra012693" 534
"12662" "Bra012694" 828
"12663" "Bra012695" 174
"12664" "Bra012696" 2610
"12665" "Bra012697" 1524
"12666" "Bra012698" 1692
"12667" "Bra012699" 1095
"12668" "Bra012700" 1071
"12669" "Bra012701" 645
"12670" "Bra012702" 1518
"12671" "Bra012703" 1053
"12672" "Bra012704" 429
"12673" "Bra012705" 1200
"12674" "Bra012706" 1836
"12675" "Bra012707" 741
"12676" "Bra012708" 753
"12677" "Bra012709" 669
"12678" "Bra012710" 360
"12679" "Bra012711" 246
"12680" "Bra012712" 342
"12681" "Bra012713" 1368
"12682" "Bra012714" 1746
"12683" "Bra012715" 531
"12684" "Bra012716" 324
"12685" "Bra012717" 378
"12686" "Bra012718" 546
"12687" "Bra012719" 624
"12688" "Bra012720" 1371
"12689" "Bra012721" 1410
"12690" "Bra012722" 543
"12691" "Bra012723" 258
"12692" "Bra012724" 729
"12693" "Bra012725" 858
"12694" "Bra012726" 519
"12695" "Bra012727" 321
"12696" "Bra012728" 1107
"12697" "Bra012729" 462
"12698" "Bra012730" 300
"12699" "Bra012731" 780
"12700" "Bra012732" 474
"12701" "Bra012733" 1107
"12702" "Bra012734" 2463
"12703" "Bra012735" 669
"12704" "Bra012736" 273
"12705" "Bra012737" 525
"12706" "Bra012738" 627
"12707" "Bra012739" 1515
"12708" "Bra012740" 477
"12709" "Bra012741" 1074
"12710" "Bra012742" 504
"12711" "Bra012743" 1779
"12712" "Bra012744" 993
"12713" "Bra012745" 1950
"12714" "Bra012746" 834
"12715" "Bra012747" 993
"12716" "Bra012748" 417
"12717" "Bra012749" 906
"12718" "Bra012750" 981
"12719" "Bra012751" 234
"12720" "Bra012752" 723
"12721" "Bra012753" 1446
"12722" "Bra012754" 3999
"12723" "Bra012755" 2472
"12724" "Bra012756" 1170
"12725" "Bra012757" 930
"12726" "Bra012758" 1698
"12727" "Bra012759" 468
"12728" "Bra012760" 366
"12729" "Bra012761" 2502
"12730" "Bra012762" 1467
"12731" "Bra012763" 330
"12732" "Bra012764" 336
"12733" "Bra012765" 564
"12734" "Bra012766" 390
"12735" "Bra012767" 1197
"12736" "Bra012768" 630
"12737" "Bra012769" 345
"12738" "Bra012770" 1227
"12739" "Bra012771" 861
"12740" "Bra012772" 1839
"12741" "Bra012773" 309
"12742" "Bra012774" 693
"12743" "Bra012775" 573
"12744" "Bra012776" 423
"12745" "Bra012777" 582
"12746" "Bra012778" 495
"12747" "Bra012779" 2055
"12748" "Bra012780" 1746
"12749" "Bra012781" 2625
"12750" "Bra012782" 663
"12751" "Bra012783" 978
"12752" "Bra012784" 1473
"12753" "Bra012785" 1887
"12754" "Bra012786" 771
"12755" "Bra012787" 336
"12756" "Bra012788" 1470
"12757" "Bra012789" 855
"12758" "Bra012790" 1470
"12759" "Bra012791" 1266
"12760" "Bra012792" 1326
"12761" "Bra012793" 1026
"12762" "Bra012794" 1335
"12763" "Bra012795" 1425
"12764" "Bra012796" 1395
"12765" "Bra012797" 4116
"12766" "Bra012798" 285
"12767" "Bra012799" 1419
"12768" "Bra012800" 2367
"12769" "Bra012801" 627
"12770" "Bra012802" 753
"12771" "Bra012803" 1272
"12772" "Bra012804" 726
"12773" "Bra012805" 1893
"12774" "Bra012806" 927
"12775" "Bra012807" 942
"12776" "Bra012808" 1230
"12777" "Bra012809" 507
"12778" "Bra012810" 1071
"12779" "Bra012811" 372
"12780" "Bra012812" 1008
"12781" "Bra012813" 774
"12782" "Bra012814" 1515
"12783" "Bra012815" 5715
"12784" "Bra012816" 1311
"12785" "Bra012817" 1374
"12786" "Bra012818" 660
"12787" "Bra012819" 372
"12788" "Bra012820" 2106
"12789" "Bra012821" 180
"12790" "Bra012822" 2484
"12791" "Bra012823" 1074
"12792" "Bra012824" 1272
"12793" "Bra012825" 276
"12794" "Bra012826" 306
"12795" "Bra012827" 1506
"12796" "Bra012828" 810
"12797" "Bra012829" 747
"12798" "Bra012830" 228
"12799" "Bra012831" 1977
"12800" "Bra012832" 480
"12801" "Bra012833" 1278
"12802" "Bra012834" 540
"12803" "Bra012835" 1587
"12804" "Bra012836" 1173
"12805" "Bra012837" 663
"12806" "Bra012838" 2769
"12807" "Bra012839" 321
"12808" "Bra012840" 648
"12809" "Bra012841" 1401
"12810" "Bra012842" 903
"12811" "Bra012843" 1329
"12812" "Bra012844" 165
"12813" "Bra012845" 339
"12814" "Bra012846" 1815
"12815" "Bra012847" 396
"12816" "Bra012848" 360
"12817" "Bra012849" 1170
"12818" "Bra012850" 2616
"12819" "Bra012851" 954
"12820" "Bra012852" 219
"12821" "Bra012853" 738
"12822" "Bra012854" 834
"12823" "Bra012855" 312
"12824" "Bra012856" 270
"12825" "Bra012857" 1356
"12826" "Bra012858" 594
"12827" "Bra012859" 1284
"12828" "Bra012860" 960
"12829" "Bra012861" 753
"12830" "Bra012862" 1053
"12831" "Bra012863" 591
"12832" "Bra012864" 780
"12833" "Bra012865" 1086
"12834" "Bra012866" 3372
"12835" "Bra012867" 1959
"12836" "Bra012868" 3855
"12837" "Bra012869" 651
"12838" "Bra012870" 750
"12839" "Bra012871" 3045
"12840" "Bra012872" 345
"12841" "Bra012873" 324
"12842" "Bra012874" 546
"12843" "Bra012875" 966
"12844" "Bra012876" 693
"12845" "Bra012877" 1512
"12846" "Bra012878" 759
"12847" "Bra012879" 1380
"12848" "Bra012880" 1227
"12849" "Bra012881" 420
"12850" "Bra012882" 798
"12851" "Bra012883" 837
"12852" "Bra012884" 504
"12853" "Bra012885" 612
"12854" "Bra012886" 465
"12855" "Bra012887" 471
"12856" "Bra012888" 993
"12857" "Bra012889" 612
"12858" "Bra012890" 1017
"12859" "Bra012891" 858
"12860" "Bra012892" 1446
"12861" "Bra012893" 1473
"12862" "Bra012894" 639
"12863" "Bra012895" 927
"12864" "Bra012896" 900
"12865" "Bra012897" 1086
"12866" "Bra012898" 615
"12867" "Bra012899" 789
"12868" "Bra012900" 2142
"12869" "Bra012901" 729
"12870" "Bra012902" 348
"12871" "Bra012903" 1395
"12872" "Bra012904" 1557
"12873" "Bra012905" 1749
"12874" "Bra012906" 1413
"12875" "Bra012907" 1596
"12876" "Bra012908" 1680
"12877" "Bra012909" 987
"12878" "Bra012910" 882
"12879" "Bra012911" 1080
"12880" "Bra012912" 1449
"12881" "Bra012913" 726
"12882" "Bra012914" 642
"12883" "Bra012915" 831
"12884" "Bra012916" 441
"12885" "Bra012917" 990
